title,company-name,location,type,salary_package,company_requirements
Culinary Arts Lecturer - Chef,Kitcap,"Bengaluru, Karnataka",Full-time ,N/A,"Conducting engaging and informative classes that seamlessly integrate theoretical knowledge with practical, hands-on experience."
"Physics (Main) cum Chemistry Teacher (7th to 10th), CBSE, 7yrs of exp.","Neelkanth Vidyapeeth International School,...","Hayathnagar, Hyderabad, Telangana",N/A,"₹15,000 - ₹20,000","Effective communicative skills, knowledge of computer is a must.
Food and Accommodation is provided (as per the requirement-Only Male staff)."
Oracle NetSuite Supervisor,RSM Delivery Center Private Limited (India)3.6,"Hyderabad, Telangana",N/A,"₹4,79,250 - ₹9,09,900","Designing custom solutions according to client specifications, design documentation, and implementation plans.
Candidates from discipline of B."
Field Sales Representative,FABRIZIO TRADELINK LLP,"Navapura, Ahmedabad, Gujarat",Full-time,N/A,"THE IDEAL CANDIDATE WILL BE RESPONSIBLE FOR DEVELOPING AND EXECUTING MARKETING STRATEGIES TO PROMOTE OUR RANGE OF FURNISHING PRODUCTS, INCLUDING FURNISHING…"
MBBS Requied,AddressHealth Solutions India Pvt Ltd,"Kalyan, Maharashtra",N/A,"₹20,000 - ₹40,000","Total work: 3 years (Preferred).
Job Vacancy for MBBS Doctors for a Short term Health Checkup Program for reputed schools in Kalyan and Badlapur of Maharashtra."
Female Retail Sales Executive,Jagdish Farshan Pvt Ltd,"Gotri, Vadodara, Gujarat",Full-time ,N/A,Ensure high levels of customer satisfaction through excellent sales service · Assess customers needs and provide assistance and information.
Jewellery Sales Assistant,Dhruv Gold Silver & Diamond,"Karelibaug, Vadodara, Gujarat",Monday to Friday ,N/A,"Jeweller salesman with basic knowledge of gold and silver jewellery.
Job Types: Full-time, Permanent.
Total work: 1 year (Preferred)."
Electrical Technician,Kasco solutions,"Nadapuram, Kerala",N/A,N/A,"Nadapuram, Kerala: Reliably commute or planning to relocate before starting work (Required).
Total work: 2 years (Preferred)."
Staff Nurse,Athulya Assisted Living Pvt Ltd,"Chennai, Tamil Nadu",N/A,"₹2,000 - ₹2,500","Develop, implement and evaluate standard operating procedure, process, policies and standards for clinical functions.
Total work: 1 year (Preferred)."
Ayurveda RMO(Female),Vedam Ayurveda Multispeciality Hospital,"BTM Layout 1, Bengaluru, Karnataka",Contractual / Temporary ,N/A,"Looking for a Female Ayurveda Physician with sound knowledge in Panchakarma treatments, taking care of on going schedule, assisting Sr,Consultants, therapist…"
Urgently Marathi Teacher Needed,Covo Del Bambino,"Sion, Mumbai, Maharashtra",N/A,N/A,"Proficient in both ICSE and SSC syllabus.
Ability to teach students from Class 1 to 10.
Capable of conducting extra classes both online and offline."
Pre-Sales Loan Executive - Real Estate,PROPRISE Property Consulting Pvt ltd,"Pune, Maharashtra",N/A,"₹15,000 - ₹25,000","Explain how our solutions align with their pain points.
Stay up to date with the latest sales trends and best practices.
Expertise in Promoting the products."
Camp Co-ordinator - Chennai (Only Male),Be Well Hospitals Pvt Ltd4.3,"Chennai, Tamil Nadu",Full-time ,N/A,"The Potential Areas For Activities.
Client Tie-Up For Various Activities.
Conducting Activities Depending On Client Interest."
Female Junior advocate and female finance executives,Sky Legal Consultants,"Mumbai, Maharashtra",N/A,N/A,Financial product handling for financial Exc.
"Physics (Main) cum Chemistry Teacher (7th to 10th), CBSE, 7yrs of exp.","Neelkanth Vidyapeeth International School,...","Hayathnagar, Hyderabad, Telangana",N/A,"₹12,000 - ₹30,000","Effective communicative skills, knowledge of computer is a must.
Food and Accommodation is provided (as per the requirement-Only Male staff)."
Culinary Arts Lecturer - Chef,Kitcap,"Bengaluru, Karnataka",Full-time ,N/A,"Conducting engaging and informative classes that seamlessly integrate theoretical knowledge with practical, hands-on experience."
Salesman,SUMIRO TRENDS,"Parvat Patiya, Surat, Gujarat",N/A,"₹15,000 - ₹20,000",Total work: 1 year (Required).
MBBS Requied,AddressHealth Solutions India Pvt Ltd,"Kalyan, Maharashtra",N/A,"₹2,000 - ₹2,500","Total work: 3 years (Preferred).
Job Vacancy for MBBS Doctors for a Short term Health Checkup Program for reputed schools in Kalyan and Badlapur of Maharashtra."
Delivery Boy,Swiggy3.8,"Kochi, Kerala",Contractual / Temporary ,N/A,"Ensure timely delivery, provide excellent customer service, and maintain a high level of professionalism.
As a Delivery Executive, you will pick up food orders…"
Female Retail Sales Executive,Jagdish Farshan Pvt Ltd,"Gotri, Vadodara, Gujarat",N/A,N/A,Ensure high levels of customer satisfaction through excellent sales service · Assess customers needs and provide assistance and information.
Jewellery Sales Assistant,Dhruv Gold Silver & Diamond,"Karelibaug, Vadodara, Gujarat",N/A,"₹35,000 - ₹40,000","Jeweller salesman with basic knowledge of gold and silver jewellery.
Job Types: Full-time, Permanent.
Total work: 1 year (Preferred)."
Electrical Technician,Kasco solutions,"Nadapuram, Kerala",Full-time ,N/A,"Nadapuram, Kerala: Reliably commute or planning to relocate before starting work (Required).
Total work: 2 years (Preferred)."
Staff Nurse,Athulya Assisted Living Pvt Ltd,"Chennai, Tamil Nadu",N/A,N/A,"Develop, implement and evaluate standard operating procedure, process, policies and standards for clinical functions.
Total work: 1 year (Preferred)."
Ayurveda RMO(Female),Vedam Ayurveda Multispeciality Hospital,"BTM Layout 1, Bengaluru, Karnataka",N/A,"₹15,000 - ₹25,000","Looking for a Female Ayurveda Physician with sound knowledge in Panchakarma treatments, taking care of on going schedule, assisting Sr,Consultants, therapist…"
Urgently Marathi Teacher Needed,Covo Del Bambino,"Sion, Mumbai, Maharashtra",Full-time ,N/A,"Proficient in both ICSE and SSC syllabus.
Ability to teach students from Class 1 to 10.
Capable of conducting extra classes both online and offline."
Pre-Sales Loan Executive - Real Estate,PROPRISE Property Consulting Pvt ltd,"Pune, Maharashtra",N/A,N/A,"Explain how our solutions align with their pain points.
Stay up to date with the latest sales trends and best practices.
Expertise in Promoting the products."
Camp Co-ordinator - Chennai (Only Male),Be Well Hospitals Pvt Ltd4.3,"Chennai, Tamil Nadu",N/A,"₹12,000 - ₹30,000","The Potential Areas For Activities.
Client Tie-Up For Various Activities.
Conducting Activities Depending On Client Interest."
Female Junior advocate and female finance executives,Sky Legal Consultants,"Mumbai, Maharashtra",Full-time ,N/A,Financial product handling for financial Exc.
Salesman,SUMIRO TRENDS,"Parvat Patiya, Surat, Gujarat",N/A,"₹15,000 - ₹20,000",Total work: 1 year (Required).
"Data Scientist, India - BCG X",Boston Consulting Group4.2,"Gurugram, Haryana",Full-time,N/A,"As a Data Scientist at BCG, you will collaborate on challenging projects to increasing your understanding of complex business problems from diverse perspectives…"
Culinary Arts Lecturer - Chef,Kitcap,"Bengaluru, Karnataka",N/A,N/A,"Conducting engaging and informative classes that seamlessly integrate theoretical knowledge with practical, hands-on experience."
"Physics (Main) cum Chemistry Teacher (7th to 10th), CBSE, 7yrs of exp.","Neelkanth Vidyapeeth International School,...","Hayathnagar, Hyderabad, Telangana",N/A,"₹15,000 - ₹25,000","Effective communicative skills, knowledge of computer is a must.
Food and Accommodation is provided (as per the requirement-Only Male staff)."
Oracle NetSuite Supervisor,RSM Delivery Center Private Limited (India)3.6,"Hyderabad, Telangana",N/A,"₹4,79,250 - ₹9,09,900","Designing custom solutions according to client specifications, design documentation, and implementation plans.
Candidates from discipline of B."
Field Sales Representative,FABRIZIO TRADELINK LLP,"Navapura, Ahmedabad, Gujarat",Full-time,N/A,"THE IDEAL CANDIDATE WILL BE RESPONSIBLE FOR DEVELOPING AND EXECUTING MARKETING STRATEGIES TO PROMOTE OUR RANGE OF FURNISHING PRODUCTS, INCLUDING FURNISHING…"
MBBS Requied,AddressHealth Solutions India Pvt Ltd,"Kalyan, Maharashtra",N/A,"₹20,000 - ₹40,000","Total work: 3 years (Preferred).
Job Vacancy for MBBS Doctors for a Short term Health Checkup Program for reputed schools in Kalyan and Badlapur of Maharashtra."
Female Retail Sales Executive,Jagdish Farshan Pvt Ltd,"Gotri, Vadodara, Gujarat",Full-time ,N/A,Ensure high levels of customer satisfaction through excellent sales service · Assess customers needs and provide assistance and information.
Jewellery Sales Assistant,Dhruv Gold Silver & Diamond,"Karelibaug, Vadodara, Gujarat",Monday to Friday ,N/A,"Jeweller salesman with basic knowledge of gold and silver jewellery.
Job Types: Full-time, Permanent.
Total work: 1 year (Preferred)."
Electrical Technician,Kasco solutions,"Nadapuram, Kerala",N/A,N/A,"Nadapuram, Kerala: Reliably commute or planning to relocate before starting work (Required).
Total work: 2 years (Preferred)."
Endodontist - Full time,Excellence Dental,"Indiranagar, Bengaluru, Karnataka",N/A,"₹2,000 - ₹2,500","Fresh graduates or those with limited experience are encouraged to apply.
Build positive relationships with patients, ensuring a comfortable and supportive…"
Staff Nurse,Athulya Assisted Living Pvt Ltd,"Chennai, Tamil Nadu",Contractual / Temporary ,N/A,"Develop, implement and evaluate standard operating procedure, process, policies and standards for clinical functions.
Total work: 1 year (Preferred)."
Ayurveda RMO(Female),Vedam Ayurveda Multispeciality Hospital,"BTM Layout 1, Bengaluru, Karnataka",N/A,N/A,"Looking for a Female Ayurveda Physician with sound knowledge in Panchakarma treatments, taking care of on going schedule, assisting Sr,Consultants, therapist…"
Urgently Marathi Teacher Needed,Covo Del Bambino,"Sion, Mumbai, Maharashtra",N/A,"₹15,000 - ₹25,000","Proficient in both ICSE and SSC syllabus.
Ability to teach students from Class 1 to 10.
Capable of conducting extra classes both online and offline."
Pre-Sales Loan Executive - Real Estate,PROPRISE Property Consulting Pvt ltd,"Pune, Maharashtra",Full-time ,N/A,"Explain how our solutions align with their pain points.
Stay up to date with the latest sales trends and best practices.
Expertise in Promoting the products."
Female Junior advocate and female finance executives,Sky Legal Consultants,"Mumbai, Maharashtra",N/A,N/A,Financial product handling for financial Exc.
"Physics (Main) cum Chemistry Teacher (7th to 10th), CBSE, 7yrs of exp.","Neelkanth Vidyapeeth International School,...","Hayathnagar, Hyderabad, Telangana",N/A,"₹12,000 - ₹30,000","Effective communicative skills, knowledge of computer is a must.
Food and Accommodation is provided (as per the requirement-Only Male staff)."
Culinary Arts Lecturer - Chef,Kitcap,"Bengaluru, Karnataka",Full-time ,N/A,"Conducting engaging and informative classes that seamlessly integrate theoretical knowledge with practical, hands-on experience."
Salesman,SUMIRO TRENDS,"Parvat Patiya, Surat, Gujarat",N/A,"₹15,000 - ₹20,000",Total work: 1 year (Required).
Oracle NetSuite Supervisor,RSM Delivery Center Private Limited (India)3.6,"Hyderabad, Telangana",N/A,"₹4,79,250 - ₹9,09,900","Designing custom solutions according to client specifications, design documentation, and implementation plans.
Candidates from discipline of B."
Field Sales Representative,FABRIZIO TRADELINK LLP,"Navapura, Ahmedabad, Gujarat",Full-time,N/A,"THE IDEAL CANDIDATE WILL BE RESPONSIBLE FOR DEVELOPING AND EXECUTING MARKETING STRATEGIES TO PROMOTE OUR RANGE OF FURNISHING PRODUCTS, INCLUDING FURNISHING…"
MBBS Requied,AddressHealth Solutions India Pvt Ltd,"Kalyan, Maharashtra",N/A,"₹20,000 - ₹40,000","Total work: 3 years (Preferred).
Job Vacancy for MBBS Doctors for a Short term Health Checkup Program for reputed schools in Kalyan and Badlapur of Maharashtra."
Female Retail Sales Executive,Jagdish Farshan Pvt Ltd,"Gotri, Vadodara, Gujarat",Full-time ,N/A,Ensure high levels of customer satisfaction through excellent sales service · Assess customers needs and provide assistance and information.
Jewellery Sales Assistant,Dhruv Gold Silver & Diamond,"Karelibaug, Vadodara, Gujarat",Monday to Friday ,N/A,"Jeweller salesman with basic knowledge of gold and silver jewellery.
Job Types: Full-time, Permanent.
Total work: 1 year (Preferred)."
Electrical Technician,Kasco solutions,"Nadapuram, Kerala",N/A,N/A,"Nadapuram, Kerala: Reliably commute or planning to relocate before starting work (Required).
Total work: 2 years (Preferred)."
Endodontist - Full time,Excellence Dental,"Indiranagar, Bengaluru, Karnataka",N/A,"₹2,000 - ₹2,500","Fresh graduates or those with limited experience are encouraged to apply.
Build positive relationships with patients, ensuring a comfortable and supportive…"
Staff Nurse,Athulya Assisted Living Pvt Ltd,"Chennai, Tamil Nadu",Contractual / Temporary ,N/A,"Develop, implement and evaluate standard operating procedure, process, policies and standards for clinical functions.
Total work: 1 year (Preferred)."
Ayurveda RMO(Female),Vedam Ayurveda Multispeciality Hospital,"BTM Layout 1, Bengaluru, Karnataka",N/A,N/A,"Looking for a Female Ayurveda Physician with sound knowledge in Panchakarma treatments, taking care of on going schedule, assisting Sr,Consultants, therapist…"
Urgently Marathi Teacher Needed,Covo Del Bambino,"Sion, Mumbai, Maharashtra",N/A,"₹15,000 - ₹25,000","Proficient in both ICSE and SSC syllabus.
Ability to teach students from Class 1 to 10.
Capable of conducting extra classes both online and offline."
Pre-Sales Loan Executive - Real Estate,PROPRISE Property Consulting Pvt ltd,"Pune, Maharashtra",Full-time ,N/A,"Explain how our solutions align with their pain points.
Stay up to date with the latest sales trends and best practices.
Expertise in Promoting the products."
Female Junior advocate and female finance executives,Sky Legal Consultants,"Mumbai, Maharashtra",N/A,N/A,Financial product handling for financial Exc.
"Physics (Main) cum Chemistry Teacher (7th to 10th), CBSE, 7yrs of exp.","Neelkanth Vidyapeeth International School,...","Hayathnagar, Hyderabad, Telangana",N/A,"₹12,000 - ₹30,000","Effective communicative skills, knowledge of computer is a must.
Food and Accommodation is provided (as per the requirement-Only Male staff)."
Culinary Arts Lecturer - Chef,Kitcap,"Bengaluru, Karnataka",Full-time ,N/A,"Conducting engaging and informative classes that seamlessly integrate theoretical knowledge with practical, hands-on experience."
Salesman,SUMIRO TRENDS,"Parvat Patiya, Surat, Gujarat",N/A,"₹15,000 - ₹20,000",Total work: 1 year (Required).
Oracle NetSuite Supervisor,RSM Delivery Center Private Limited (India)3.6,"Hyderabad, Telangana",N/A,"₹4,79,250 - ₹9,09,900","Designing custom solutions according to client specifications, design documentation, and implementation plans.
Candidates from discipline of B."
Field Sales Representative,FABRIZIO TRADELINK LLP,"Navapura, Ahmedabad, Gujarat",Full-time,N/A,"THE IDEAL CANDIDATE WILL BE RESPONSIBLE FOR DEVELOPING AND EXECUTING MARKETING STRATEGIES TO PROMOTE OUR RANGE OF FURNISHING PRODUCTS, INCLUDING FURNISHING…"
MBBS Requied,AddressHealth Solutions India Pvt Ltd,"Kalyan, Maharashtra",N/A,"₹20,000 - ₹40,000","Total work: 3 years (Preferred).
Job Vacancy for MBBS Doctors for a Short term Health Checkup Program for reputed schools in Kalyan and Badlapur of Maharashtra."
Female Retail Sales Executive,Jagdish Farshan Pvt Ltd,"Gotri, Vadodara, Gujarat",Full-time ,N/A,Ensure high levels of customer satisfaction through excellent sales service · Assess customers needs and provide assistance and information.
Jewellery Sales Assistant,Dhruv Gold Silver & Diamond,"Karelibaug, Vadodara, Gujarat",Monday to Friday ,N/A,"Jeweller salesman with basic knowledge of gold and silver jewellery.
Job Types: Full-time, Permanent.
Total work: 1 year (Preferred)."
Electrical Technician,Kasco solutions,"Nadapuram, Kerala",N/A,N/A,"Nadapuram, Kerala: Reliably commute or planning to relocate before starting work (Required).
Total work: 2 years (Preferred)."
Endodontist - Full time,Excellence Dental,"Indiranagar, Bengaluru, Karnataka",N/A,"₹2,000 - ₹2,500","Fresh graduates or those with limited experience are encouraged to apply.
Build positive relationships with patients, ensuring a comfortable and supportive…"
Staff Nurse,Athulya Assisted Living Pvt Ltd,"Chennai, Tamil Nadu",Contractual / Temporary ,N/A,"Develop, implement and evaluate standard operating procedure, process, policies and standards for clinical functions.
Total work: 1 year (Preferred)."
Ayurveda RMO(Female),Vedam Ayurveda Multispeciality Hospital,"BTM Layout 1, Bengaluru, Karnataka",N/A,N/A,"Looking for a Female Ayurveda Physician with sound knowledge in Panchakarma treatments, taking care of on going schedule, assisting Sr,Consultants, therapist…"
Urgently Marathi Teacher Needed,Covo Del Bambino,"Sion, Mumbai, Maharashtra",N/A,"₹15,000 - ₹25,000","Proficient in both ICSE and SSC syllabus.
Ability to teach students from Class 1 to 10.
Capable of conducting extra classes both online and offline."
Pre-Sales Loan Executive - Real Estate,PROPRISE Property Consulting Pvt ltd,"Pune, Maharashtra",Full-time ,N/A,"Explain how our solutions align with their pain points.
Stay up to date with the latest sales trends and best practices.
Expertise in Promoting the products."
Female Junior advocate and female finance executives,Sky Legal Consultants,"Mumbai, Maharashtra",N/A,N/A,Financial product handling for financial Exc.
"Physics (Main) cum Chemistry Teacher (7th to 10th), CBSE, 7yrs of exp.","Neelkanth Vidyapeeth International School,...","Hayathnagar, Hyderabad, Telangana",N/A,"₹12,000 - ₹30,000","Effective communicative skills, knowledge of computer is a must.
Food and Accommodation is provided (as per the requirement-Only Male staff)."
Culinary Arts Lecturer - Chef,Kitcap,"Bengaluru, Karnataka",Full-time ,N/A,"Conducting engaging and informative classes that seamlessly integrate theoretical knowledge with practical, hands-on experience."
Salesman,SUMIRO TRENDS,"Parvat Patiya, Surat, Gujarat",N/A,"₹15,000 - ₹20,000",Total work: 1 year (Required).
MBBS Requied,AddressHealth Solutions India Pvt Ltd,"Kalyan, Maharashtra",N/A,"₹2,000 - ₹2,500","Total work: 3 years (Preferred).
Job Vacancy for MBBS Doctors for a Short term Health Checkup Program for reputed schools in Kalyan and Badlapur of Maharashtra."
Delivery Boy,Swiggy3.8,"Kochi, Kerala",Contractual / Temporary ,N/A,"Ensure timely delivery, provide excellent customer service, and maintain a high level of professionalism.
As a Delivery Executive, you will pick up food orders…"
Female Retail Sales Executive,Jagdish Farshan Pvt Ltd,"Gotri, Vadodara, Gujarat",N/A,N/A,Ensure high levels of customer satisfaction through excellent sales service · Assess customers needs and provide assistance and information.
Jewellery Sales Assistant,Dhruv Gold Silver & Diamond,"Karelibaug, Vadodara, Gujarat",N/A,"₹35,000 - ₹40,000","Jeweller salesman with basic knowledge of gold and silver jewellery.
Job Types: Full-time, Permanent.
Total work: 1 year (Preferred)."
Electrical Technician,Kasco solutions,"Nadapuram, Kerala",Full-time ,N/A,"Nadapuram, Kerala: Reliably commute or planning to relocate before starting work (Required).
Total work: 2 years (Preferred)."
Endodontist - Full time,Excellence Dental,"Indiranagar, Bengaluru, Karnataka",N/A,N/A,"Fresh graduates or those with limited experience are encouraged to apply.
Build positive relationships with patients, ensuring a comfortable and supportive…"
Staff Nurse,Athulya Assisted Living Pvt Ltd,"Chennai, Tamil Nadu",N/A,"₹15,000 - ₹25,000","Develop, implement and evaluate standard operating procedure, process, policies and standards for clinical functions.
Total work: 1 year (Preferred)."
Ayurveda RMO(Female),Vedam Ayurveda Multispeciality Hospital,"BTM Layout 1, Bengaluru, Karnataka",Full-time ,N/A,"Looking for a Female Ayurveda Physician with sound knowledge in Panchakarma treatments, taking care of on going schedule, assisting Sr,Consultants, therapist…"
Urgently Marathi Teacher Needed,Covo Del Bambino,"Sion, Mumbai, Maharashtra",N/A,N/A,"Proficient in both ICSE and SSC syllabus.
Ability to teach students from Class 1 to 10.
Capable of conducting extra classes both online and offline."
Pre-Sales Loan Executive - Real Estate,PROPRISE Property Consulting Pvt ltd,"Pune, Maharashtra",N/A,"₹12,000 - ₹30,000","Explain how our solutions align with their pain points.
Stay up to date with the latest sales trends and best practices.
Expertise in Promoting the products."
Female Junior advocate and female finance executives,Sky Legal Consultants,"Mumbai, Maharashtra",Full-time ,N/A,Financial product handling for financial Exc.
Salesman,SUMIRO TRENDS,"Parvat Patiya, Surat, Gujarat",N/A,"₹15,000 - ₹20,000",Total work: 1 year (Required).
"Data Scientist, India - BCG X",Boston Consulting Group4.2,"Gurugram, Haryana",Full-time,N/A,"As a Data Scientist at BCG, you will collaborate on challenging projects to increasing your understanding of complex business problems from diverse perspectives…"
Culinary Arts Lecturer - Chef,Kitcap,"Bengaluru, Karnataka",N/A,N/A,"Conducting engaging and informative classes that seamlessly integrate theoretical knowledge with practical, hands-on experience."
"Physics (Main) cum Chemistry Teacher (7th to 10th), CBSE, 7yrs of exp.","Neelkanth Vidyapeeth International School,...","Hayathnagar, Hyderabad, Telangana",N/A,"From ₹60,000","Effective communicative skills, knowledge of computer is a must.
Food and Accommodation is provided (as per the requirement-Only Male staff)."
Oracle NetSuite Supervisor,RSM Delivery Center Private Limited (India)3.6,"Hyderabad, Telangana",N/A,"₹4,79,250 - ₹9,09,900","Designing custom solutions according to client specifications, design documentation, and implementation plans.
Candidates from discipline of B."
Field Sales Representative,FABRIZIO TRADELINK LLP,"Navapura, Ahmedabad, Gujarat",Full-time,N/A,"THE IDEAL CANDIDATE WILL BE RESPONSIBLE FOR DEVELOPING AND EXECUTING MARKETING STRATEGIES TO PROMOTE OUR RANGE OF FURNISHING PRODUCTS, INCLUDING FURNISHING…"
MBBS Requied,AddressHealth Solutions India Pvt Ltd,"Kalyan, Maharashtra",N/A,"₹20,000 - ₹40,000","Total work: 3 years (Preferred).
Job Vacancy for MBBS Doctors for a Short term Health Checkup Program for reputed schools in Kalyan and Badlapur of Maharashtra."
Female Retail Sales Executive,Jagdish Farshan Pvt Ltd,"Gotri, Vadodara, Gujarat",Full-time ,N/A,Ensure high levels of customer satisfaction through excellent sales service · Assess customers needs and provide assistance and information.
Jewellery Sales Assistant,Dhruv Gold Silver & Diamond,"Karelibaug, Vadodara, Gujarat",Monday to Friday ,N/A,"Jeweller salesman with basic knowledge of gold and silver jewellery.
Job Types: Full-time, Permanent.
Total work: 1 year (Preferred)."
Electrical Technician,Kasco solutions,"Nadapuram, Kerala",N/A,N/A,"Nadapuram, Kerala: Reliably commute or planning to relocate before starting work (Required).
Total work: 2 years (Preferred)."
Endodontist - Full time,Excellence Dental,"Indiranagar, Bengaluru, Karnataka",N/A,"₹2,000 - ₹2,500","Fresh graduates or those with limited experience are encouraged to apply.
Build positive relationships with patients, ensuring a comfortable and supportive…"
Staff Nurse,Athulya Assisted Living Pvt Ltd,"Chennai, Tamil Nadu",Contractual / Temporary ,N/A,"Develop, implement and evaluate standard operating procedure, process, policies and standards for clinical functions.
Total work: 1 year (Preferred)."
Ayurveda RMO(Female),Vedam Ayurveda Multispeciality Hospital,"BTM Layout 1, Bengaluru, Karnataka",N/A,N/A,"Looking for a Female Ayurveda Physician with sound knowledge in Panchakarma treatments, taking care of on going schedule, assisting Sr,Consultants, therapist…"
Urgently Marathi Teacher Needed,Covo Del Bambino,"Sion, Mumbai, Maharashtra",N/A,"₹15,000 - ₹25,000","Proficient in both ICSE and SSC syllabus.
Ability to teach students from Class 1 to 10.
Capable of conducting extra classes both online and offline."
Pre-Sales Loan Executive - Real Estate,PROPRISE Property Consulting Pvt ltd,"Pune, Maharashtra",Full-time ,N/A,"Explain how our solutions align with their pain points.
Stay up to date with the latest sales trends and best practices.
Expertise in Promoting the products."
Female Junior advocate and female finance executives,Sky Legal Consultants,"Mumbai, Maharashtra",N/A,N/A,Financial product handling for financial Exc.
"Physics (Main) cum Chemistry Teacher (7th to 10th), CBSE, 7yrs of exp.","Neelkanth Vidyapeeth International School,...","Hayathnagar, Hyderabad, Telangana",N/A,"₹12,000 - ₹30,000","Effective communicative skills, knowledge of computer is a must.
Food and Accommodation is provided (as per the requirement-Only Male staff)."
Culinary Arts Lecturer - Chef,Kitcap,"Bengaluru, Karnataka",Full-time ,N/A,"Conducting engaging and informative classes that seamlessly integrate theoretical knowledge with practical, hands-on experience."
Salesman,SUMIRO TRENDS,"Parvat Patiya, Surat, Gujarat",N/A,"₹15,000 - ₹20,000",Total work: 1 year (Required).
Oracle NetSuite Supervisor,RSM Delivery Center Private Limited (India)3.6,"Hyderabad, Telangana",N/A,"₹4,79,250 - ₹9,09,900","Designing custom solutions according to client specifications, design documentation, and implementation plans.
Candidates from discipline of B."
Field Sales Representative,FABRIZIO TRADELINK LLP,"Navapura, Ahmedabad, Gujarat",Full-time,N/A,"THE IDEAL CANDIDATE WILL BE RESPONSIBLE FOR DEVELOPING AND EXECUTING MARKETING STRATEGIES TO PROMOTE OUR RANGE OF FURNISHING PRODUCTS, INCLUDING FURNISHING…"
MBBS Requied,AddressHealth Solutions India Pvt Ltd,"Kalyan, Maharashtra",N/A,"₹20,000 - ₹40,000","Total work: 3 years (Preferred).
Job Vacancy for MBBS Doctors for a Short term Health Checkup Program for reputed schools in Kalyan and Badlapur of Maharashtra."
Female Retail Sales Executive,Jagdish Farshan Pvt Ltd,"Gotri, Vadodara, Gujarat",Full-time ,N/A,Ensure high levels of customer satisfaction through excellent sales service · Assess customers needs and provide assistance and information.
Jewellery Sales Assistant,Dhruv Gold Silver & Diamond,"Karelibaug, Vadodara, Gujarat",Monday to Friday ,N/A,"Jeweller salesman with basic knowledge of gold and silver jewellery.
Job Types: Full-time, Permanent.
Total work: 1 year (Preferred)."
Electrical Technician,Kasco solutions,"Nadapuram, Kerala",N/A,N/A,"Nadapuram, Kerala: Reliably commute or planning to relocate before starting work (Required).
Total work: 2 years (Preferred)."
Endodontist - Full time,Excellence Dental,"Indiranagar, Bengaluru, Karnataka",N/A,"₹2,000 - ₹2,500","Fresh graduates or those with limited experience are encouraged to apply.
Build positive relationships with patients, ensuring a comfortable and supportive…"
Staff Nurse,Athulya Assisted Living Pvt Ltd,"Chennai, Tamil Nadu",Contractual / Temporary ,N/A,"Develop, implement and evaluate standard operating procedure, process, policies and standards for clinical functions.
Total work: 1 year (Preferred)."
Ayurveda RMO(Female),Vedam Ayurveda Multispeciality Hospital,"BTM Layout 1, Bengaluru, Karnataka",N/A,N/A,"Looking for a Female Ayurveda Physician with sound knowledge in Panchakarma treatments, taking care of on going schedule, assisting Sr,Consultants, therapist…"
Urgently Marathi Teacher Needed,Covo Del Bambino,"Sion, Mumbai, Maharashtra",N/A,"₹15,000 - ₹25,000","Proficient in both ICSE and SSC syllabus.
Ability to teach students from Class 1 to 10.
Capable of conducting extra classes both online and offline."
Pre-Sales Loan Executive - Real Estate,PROPRISE Property Consulting Pvt ltd,"Pune, Maharashtra",Full-time ,N/A,"Explain how our solutions align with their pain points.
Stay up to date with the latest sales trends and best practices.
Expertise in Promoting the products."
Female Junior advocate and female finance executives,Sky Legal Consultants,"Mumbai, Maharashtra",N/A,N/A,Financial product handling for financial Exc.
"Physics (Main) cum Chemistry Teacher (7th to 10th), CBSE, 7yrs of exp.","Neelkanth Vidyapeeth International School,...","Hayathnagar, Hyderabad, Telangana",N/A,"₹12,000 - ₹30,000","Effective communicative skills, knowledge of computer is a must.
Food and Accommodation is provided (as per the requirement-Only Male staff)."
Culinary Arts Lecturer - Chef,Kitcap,"Bengaluru, Karnataka",Full-time ,N/A,"Conducting engaging and informative classes that seamlessly integrate theoretical knowledge with practical, hands-on experience."
Salesman,SUMIRO TRENDS,"Parvat Patiya, Surat, Gujarat",N/A,"₹15,000 - ₹20,000",Total work: 1 year (Required).
Oracle NetSuite Supervisor,RSM Delivery Center Private Limited (India)3.6,"Hyderabad, Telangana",N/A,"₹4,79,250 - ₹9,09,900","If you require a reasonable accommodation to complete an application, interview, or otherwise participate in the recruiting process, please send us an email at…"
Field Sales Representative,FABRIZIO TRADELINK LLP,"Navapura, Ahmedabad, Gujarat",Full-time,N/A,"Pay: ₹20,000.00 - ₹40,000.00 per month.
COMPANY:- FABCASA TRADELINK LLP/FABRIZIO TRADELINK LLP.
ABOUT US:- FABCASA & FABRIZIO ARE A LEADING PROVIDER OF HIGH…"
MBBS Requied,AddressHealth Solutions India Pvt Ltd,"Kalyan, Maharashtra",N/A,"₹20,000 - ₹40,000","Work Timing: 8.30 am to 4.30 pm.
Total work: 3 years (Preferred).
Job Vacancy for MBBS Doctors for a Short term Health Checkup Program for reputed schools in…"
Female Retail Sales Executive,Jagdish Farshan Pvt Ltd,"Gotri, Vadodara, Gujarat",Full-time ,N/A,Ensure high levels of customer satisfaction through excellent sales service · Assess customers needs and provide assistance and information.
